,Recipient Language,Source Language(s),Title,Subcategories,Entries,URL
4101,Turkmen,Proto-Oghuz,Category:Turkmen terms derived from Proto-Oghuz,1,1,https://en.wiktionary.org/wiki/Category:Turkmen_terms_derived_from_Proto-Oghuz
4102,Afrikaans,Proto-Italic,Category:Afrikaans terms derived from Proto-Italic,0,1,https://en.wiktionary.org/wiki/Category:Afrikaans_terms_derived_from_Proto-Italic
4103,Swedish,Mazanderani,Category:Swedish terms derived from Mazanderani,0,1,https://en.wiktionary.org/wiki/Category:Swedish_terms_derived_from_Mazanderani
4104,Ilocano,Proto-Germanic,Category:Ilocano terms derived from Proto-Germanic,0,1,https://en.wiktionary.org/wiki/Category:Ilocano_terms_derived_from_Proto-Germanic
4105,Afrikaans,Old Italian,Category:Afrikaans terms derived from Old Italian,0,1,https://en.wiktionary.org/wiki/Category:Afrikaans_terms_derived_from_Old_Italian
4106,Dutch,Guugu Yimidhirr,Category:Dutch terms derived from Guugu Yimidhirr,0,1,https://en.wiktionary.org/wiki/Category:Dutch_terms_derived_from_Guugu_Yimidhirr
4107,Isinai,Proto-Philippine,Category:Isinai terms derived from Proto-Philippine,1,1,https://en.wiktionary.org/wiki/Category:Isinai_terms_derived_from_Proto-Philippine
4108,Komi-Permyak,Finnish,Category:Komi-Permyak terms derived from Finnish,1,1,https://en.wiktionary.org/wiki/Category:Komi-Permyak_terms_derived_from_Finnish
4109,Pileni,Proto-Austronesian,Category:Pileni terms derived from Proto-Austronesian,1,1,https://en.wiktionary.org/wiki/Category:Pileni_terms_derived_from_Proto-Austronesian
4110,Bulgarian,Proto-Iranian,Category:Bulgarian terms derived from Proto-Iranian,0,1,https://en.wiktionary.org/wiki/Category:Bulgarian_terms_derived_from_Proto-Iranian
4111,Shina,Vedic Sanskrit,Category:Shina terms derived from Vedic Sanskrit,1,1,https://en.wiktionary.org/wiki/Category:Shina_terms_derived_from_Vedic_Sanskrit
4112,Dutch,Yucatec Maya,Category:Dutch terms derived from Yucatec Maya,0,1,https://en.wiktionary.org/wiki/Category:Dutch_terms_derived_from_Yucatec_Maya
4113,Esperanto,Pre-Greek,Category:Esperanto terms derived from Pre-Greek,0,1,https://en.wiktionary.org/wiki/Category:Esperanto_terms_derived_from_Pre-Greek
4114,Dutch,Proto-Turkic,Category:Dutch terms derived from Proto-Turkic,0,1,https://en.wiktionary.org/wiki/Category:Dutch_terms_derived_from_Proto-Turkic
4115,Chinese,Old Japanese,Category:Chinese terms derived from Old Japanese,1,1,https://en.wiktionary.org/wiki/Category:Chinese_terms_derived_from_Old_Japanese
4116,Swedish,Hawaiian,Category:Swedish terms derived from Hawaiian,1,1,https://en.wiktionary.org/wiki/Category:Swedish_terms_derived_from_Hawaiian
4117,Dogrib,Proto-Athabaskan,Category:Dogrib terms derived from Proto-Athabaskan,1,1,https://en.wiktionary.org/wiki/Category:Dogrib_terms_derived_from_Proto-Athabaskan
4118,Newar,Ancient Greek,Category:Newar terms derived from Ancient Greek,0,1,https://en.wiktionary.org/wiki/Category:Newar_terms_derived_from_Ancient_Greek
4119,Occitan,Proto-Basque,Category:Occitan terms derived from Proto-Basque,0,1,https://en.wiktionary.org/wiki/Category:Occitan_terms_derived_from_Proto-Basque
4120,Spanish,Proto-Berber,Category:Spanish terms derived from Proto-Berber,0,1,https://en.wiktionary.org/wiki/Category:Spanish_terms_derived_from_Proto-Berber
4121,Chinese,Proto-Loloish,Category:Chinese terms derived from Proto-Loloish,1,1,https://en.wiktionary.org/wiki/Category:Chinese_terms_derived_from_Proto-Loloish
4122,French,Proto-Brythonic,Category:French terms derived from Proto-Brythonic,0,1,https://en.wiktionary.org/wiki/Category:French_terms_derived_from_Proto-Brythonic
4123,Swedish,Proto-Hellenic,Category:Swedish terms derived from Proto-Hellenic,0,1,https://en.wiktionary.org/wiki/Category:Swedish_terms_derived_from_Proto-Hellenic
4124,Kaingang,Ancient Greek,Category:Kaingang terms derived from Ancient Greek,0,1,https://en.wiktionary.org/wiki/Category:Kaingang_terms_derived_from_Ancient_Greek
4125,Ancient Greek,Paeonian,Category:Ancient Greek terms derived from Paeonian,1,1,https://en.wiktionary.org/wiki/Category:Ancient_Greek_terms_derived_from_Paeonian
4126,Albanian,Proto-Celtic,Category:Albanian terms derived from Proto-Celtic,2,1,https://en.wiktionary.org/wiki/Category:Albanian_terms_derived_from_Proto-Celtic
4127,Albanian,Biblical Hebrew,Category:Albanian terms derived from Biblical Hebrew,0,1,https://en.wiktionary.org/wiki/Category:Albanian_terms_derived_from_Biblical_Hebrew
4128,Oroqen,Proto-Mongolic,Category:Oroqen terms derived from Proto-Mongolic,0,1,https://en.wiktionary.org/wiki/Category:Oroqen_terms_derived_from_Proto-Mongolic
4129,Spanish,Egyptian Arabic,Category:Spanish terms derived from Egyptian Arabic,1,1,https://en.wiktionary.org/wiki/Category:Spanish_terms_derived_from_Egyptian_Arabic
4130,Mayo,Ancient Greek,Category:Mayo terms derived from Ancient Greek,0,1,https://en.wiktionary.org/wiki/Category:Mayo_terms_derived_from_Ancient_Greek
4131,Romagnol,Proto-Italic,Category:Romagnol terms derived from Proto-Italic,1,1,https://en.wiktionary.org/wiki/Category:Romagnol_terms_derived_from_Proto-Italic
4132,Bengali,Ashokan Prakrit,Category:Bengali terms derived from Ashokan Prakrit,1,1,https://en.wiktionary.org/wiki/Category:Bengali_terms_derived_from_Ashokan_Prakrit
4133,French,Tunisian Arabic,Category:French terms derived from Tunisian Arabic,1,1,https://en.wiktionary.org/wiki/Category:French_terms_derived_from_Tunisian_Arabic
4134,Tachawit,Proto-Berber,Category:Tachawit terms derived from Proto-Berber,1,1,https://en.wiktionary.org/wiki/Category:Tachawit_terms_derived_from_Proto-Berber
4135,Old Norse,Pictish,Category:Old Norse terms derived from Pictish,0,1,https://en.wiktionary.org/wiki/Category:Old_Norse_terms_derived_from_Pictish
4136,Italian,Ancient Ligurian,Category:Italian terms derived from Ancient Ligurian,0,2,https://en.wiktionary.org/wiki/Category:Italian_terms_derived_from_Ancient_Ligurian
4137,Norman,Biblical Hebrew,Category:Norman terms derived from Biblical Hebrew,0,1,https://en.wiktionary.org/wiki/Category:Norman_terms_derived_from_Biblical_Hebrew
4138,Bashkir,Biblical Hebrew,Category:Bashkir terms derived from Biblical Hebrew,0,1,https://en.wiktionary.org/wiki/Category:Bashkir_terms_derived_from_Biblical_Hebrew
4139,Konkani,Ancient Greek,Category:Konkani terms derived from Ancient Greek,0,1,https://en.wiktionary.org/wiki/Category:Konkani_terms_derived_from_Ancient_Greek
4140,Aramaic,Middle Iranian,Category:Aramaic terms derived from Middle Iranian,1,1,https://en.wiktionary.org/wiki/Category:Aramaic_terms_derived_from_Middle_Iranian
4141,Polish,Eastern Mari,Category:Polish terms derived from Eastern Mari,0,1,https://en.wiktionary.org/wiki/Category:Polish_terms_derived_from_Eastern_Mari
4142,Hakö,Proto-Austronesian,Category:Hakö terms derived from Proto-Austronesian,1,1,https://en.wiktionary.org/wiki/Category:Hak%C3%B6_terms_derived_from_Proto-Austronesian
4143,Patpatar,Proto-Austronesian,Category:Patpatar terms derived from Proto-Austronesian,1,1,https://en.wiktionary.org/wiki/Category:Patpatar_terms_derived_from_Proto-Austronesian
4144,Solon,Proto-Mongolic,Category:Solon terms derived from Proto-Mongolic,0,1,https://en.wiktionary.org/wiki/Category:Solon_terms_derived_from_Proto-Mongolic
4145,Mon,Old Chinese,Category:Mon terms derived from Old Chinese,0,1,https://en.wiktionary.org/wiki/Category:Mon_terms_derived_from_Old_Chinese
4146,Swedish,Biblical Hebrew,Category:Swedish terms derived from Biblical Hebrew,0,1,https://en.wiktionary.org/wiki/Category:Swedish_terms_derived_from_Biblical_Hebrew
4147,Stoney,Proto-Siouan,Category:Stoney terms derived from Proto-Siouan,1,2,https://en.wiktionary.org/wiki/Category:Stoney_terms_derived_from_Proto-Siouan
4148,Navajo,Anglo-Norman,Category:Navajo terms derived from Anglo-Norman,0,1,https://en.wiktionary.org/wiki/Category:Navajo_terms_derived_from_Anglo-Norman
4149,Galician,Scottish Gaelic,Category:Galician terms derived from Scottish Gaelic,1,1,https://en.wiktionary.org/wiki/Category:Galician_terms_derived_from_Scottish_Gaelic
4150,Bengali,Proto-Iranian,Category:Bengali terms derived from Proto-Iranian,0,1,https://en.wiktionary.org/wiki/Category:Bengali_terms_derived_from_Proto-Iranian
4151,Angevin,Old French,Category:Angevin terms derived from Old French,1,1,https://en.wiktionary.org/wiki/Category:Angevin_terms_derived_from_Old_French
4152,English,Tabasco Chontal,Category:English terms derived from Tabasco Chontal,0,1,https://en.wiktionary.org/wiki/Category:English_terms_derived_from_Tabasco_Chontal
4153,Spanish,Tabasco Chontal,Category:Spanish terms derived from Tabasco Chontal,0,1,https://en.wiktionary.org/wiki/Category:Spanish_terms_derived_from_Tabasco_Chontal
4154,Banjarese,Sanskrit,Category:Banjarese terms derived from Sanskrit,0,1,https://en.wiktionary.org/wiki/Category:Banjarese_terms_derived_from_Sanskrit
4155,Anuta,Tikopia,Category:Anuta terms derived from Tikopia,1,2,https://en.wiktionary.org/wiki/Category:Anuta_terms_derived_from_Tikopia
4156,Ambala Ayta,Tagalog,Category:Ambala Ayta terms derived from Tagalog,1,1,https://en.wiktionary.org/wiki/Category:Ambala_Ayta_terms_derived_from_Tagalog
4157,Baki,Bierebo,Category:Baki terms derived from Bierebo,1,1,https://en.wiktionary.org/wiki/Category:Baki_terms_derived_from_Bierebo
4158,Biao,Proto-Austronesian,Category:Biao terms derived from Proto-Austronesian,0,1,https://en.wiktionary.org/wiki/Category:Biao_terms_derived_from_Proto-Austronesian
4159,Classical Nahuatl,Japanese,Category:Classical Nahuatl terms derived from Japanese,0,1,https://en.wiktionary.org/wiki/Category:Classical_Nahuatl_terms_derived_from_Japanese
4160,Italian,Proto-Nahuan,Category:Italian terms derived from Proto-Nahuan,0,1,https://en.wiktionary.org/wiki/Category:Italian_terms_derived_from_Proto-Nahuan
4161,Hunsrik,Old Italian,Category:Hunsrik terms derived from Old Italian,0,1,https://en.wiktionary.org/wiki/Category:Hunsrik_terms_derived_from_Old_Italian
4162,Dzongkha,Middle Chinese,Category:Dzongkha terms derived from Middle Chinese,1,1,https://en.wiktionary.org/wiki/Category:Dzongkha_terms_derived_from_Middle_Chinese
4163,Pattani Malay,French,Category:Pattani Malay terms derived from French,0,1,https://en.wiktionary.org/wiki/Category:Pattani_Malay_terms_derived_from_French
4164,Ottoman Turkish,Taíno,Category:Ottoman Turkish terms derived from Taíno,0,1,https://en.wiktionary.org/wiki/Category:Ottoman_Turkish_terms_derived_from_Ta%C3%ADno
4165,Sanaani Arabic,Arabic,Category:Sanaani Arabic terms derived from Arabic,1,1,https://en.wiktionary.org/wiki/Category:Sanaani_Arabic_terms_derived_from_Arabic
4166,Xhosa,Zulu,Category:Xhosa terms derived from Zulu,1,2,https://en.wiktionary.org/wiki/Category:Xhosa_terms_derived_from_Zulu
4167,Spanish,Cosoleacaque Nahuatl,Category:Spanish terms derived from Cosoleacaque Nahuatl,1,1,https://en.wiktionary.org/wiki/Category:Spanish_terms_derived_from_Cosoleacaque_Nahuatl
4168,Latin,South Picene,Category:Latin terms derived from South Picene,0,1,https://en.wiktionary.org/wiki/Category:Latin_terms_derived_from_South_Picene
4169,Tagalog,Proto-Arawak,Category:Tagalog terms derived from Proto-Arawak,0,1,https://en.wiktionary.org/wiki/Category:Tagalog_terms_derived_from_Proto-Arawak
4170,Westrobothnian,Ume Sami,Category:Westrobothnian terms derived from Ume Sami,1,1,https://en.wiktionary.org/wiki/Category:Westrobothnian_terms_derived_from_Ume_Sami
4171,Dutch,Proto-Arawak,Category:Dutch terms derived from Proto-Arawak,0,1,https://en.wiktionary.org/wiki/Category:Dutch_terms_derived_from_Proto-Arawak
4172,Buginese,Sanskrit,Category:Buginese terms derived from Sanskrit,0,1,https://en.wiktionary.org/wiki/Category:Buginese_terms_derived_from_Sanskrit
4173,Chinese,Old Korean,Category:Chinese terms derived from Old Korean,0,1,https://en.wiktionary.org/wiki/Category:Chinese_terms_derived_from_Old_Korean
4174,Kazakh,Proto-Slavic,Category:Kazakh terms derived from Proto-Slavic,0,2,https://en.wiktionary.org/wiki/Category:Kazakh_terms_derived_from_Proto-Slavic
4175,O'odham,Proto-Iranian,Category:O'odham terms derived from Proto-Iranian,0,1,https://en.wiktionary.org/wiki/Category:O%27odham_terms_derived_from_Proto-Iranian
4176,Haitian Creole,Taíno,Category:Haitian Creole terms derived from Taíno,0,1,https://en.wiktionary.org/wiki/Category:Haitian_Creole_terms_derived_from_Ta%C3%ADno
4177,Saramaccan,Proto-Germanic,Category:Saramaccan terms derived from Proto-Germanic,0,1,https://en.wiktionary.org/wiki/Category:Saramaccan_terms_derived_from_Proto-Germanic
4178,Waray-Waray,Taíno,Category:Waray-Waray terms derived from Taíno,0,1,https://en.wiktionary.org/wiki/Category:Waray-Waray_terms_derived_from_Ta%C3%ADno
4179,Translingual,Proto-Nahuan,Category:Translingual terms derived from Proto-Nahuan,0,1,https://en.wiktionary.org/wiki/Category:Translingual_terms_derived_from_Proto-Nahuan
4180,Gujarati,Pali,Category:Gujarati terms derived from Pali,1,1,https://en.wiktionary.org/wiki/Category:Gujarati_terms_derived_from_Pali
4181,Bourguignon,Ancient Greek,Category:Bourguignon terms derived from Ancient Greek,1,1,https://en.wiktionary.org/wiki/Category:Bourguignon_terms_derived_from_Ancient_Greek
4182,Dutch,Proto-Algonquian,Category:Dutch terms derived from Proto-Algonquian,0,2,https://en.wiktionary.org/wiki/Category:Dutch_terms_derived_from_Proto-Algonquian
4183,Morelos Nahuatl,French,Category:Morelos Nahuatl terms derived from French,0,1,https://en.wiktionary.org/wiki/Category:Morelos_Nahuatl_terms_derived_from_French
4184,English,Mezquital Otomi,Category:English terms derived from Mezquital Otomi,0,1,https://en.wiktionary.org/wiki/Category:English_terms_derived_from_Mezquital_Otomi
4185,Tübatulabal,Ancient Greek,Category:Tübatulabal terms derived from Ancient Greek,0,1,https://en.wiktionary.org/wiki/Category:T%C3%BCbatulabal_terms_derived_from_Ancient_Greek
4186,Turkish,Middle Iranian,Category:Turkish terms derived from Middle Iranian,0,1,https://en.wiktionary.org/wiki/Category:Turkish_terms_derived_from_Middle_Iranian
4187,Mezquital Otomi,French,Category:Mezquital Otomi terms derived from French,0,1,https://en.wiktionary.org/wiki/Category:Mezquital_Otomi_terms_derived_from_French
4188,Mezquital Otomi,Arabic,Category:Mezquital Otomi terms derived from Arabic,0,1,https://en.wiktionary.org/wiki/Category:Mezquital_Otomi_terms_derived_from_Arabic
4189,Spanish,Mandinka,Category:Spanish terms derived from Mandinka,0,1,https://en.wiktionary.org/wiki/Category:Spanish_terms_derived_from_Mandinka
4190,Uzbek,Byzantine Greek,Category:Uzbek terms derived from Byzantine Greek,0,1,https://en.wiktionary.org/wiki/Category:Uzbek_terms_derived_from_Byzantine_Greek
4191,Udmurt,Proto-Slavic,Category:Udmurt terms derived from Proto-Slavic,0,1,https://en.wiktionary.org/wiki/Category:Udmurt_terms_derived_from_Proto-Slavic
4192,Arabic,Proto-Celtic,Category:Arabic terms derived from Proto-Celtic,0,1,https://en.wiktionary.org/wiki/Category:Arabic_terms_derived_from_Proto-Celtic
4193,Kazakh,Maori,Category:Kazakh terms derived from Maori,0,1,https://en.wiktionary.org/wiki/Category:Kazakh_terms_derived_from_Maori
4194,Kyrgyz,Proto-Mongolic,Category:Kyrgyz terms derived from Proto-Mongolic,0,1,https://en.wiktionary.org/wiki/Category:Kyrgyz_terms_derived_from_Proto-Mongolic
4195,Mon,Middle Mon,Category:Mon terms derived from Middle Mon,1,1,https://en.wiktionary.org/wiki/Category:Mon_terms_derived_from_Middle_Mon
4196,Portuguese,Mandinka,Category:Portuguese terms derived from Mandinka,0,1,https://en.wiktionary.org/wiki/Category:Portuguese_terms_derived_from_Mandinka
4197,Hungarian,Classical Nahuatl,Category:Hungarian terms derived from Classical Nahuatl,0,1,https://en.wiktionary.org/wiki/Category:Hungarian_terms_derived_from_Classical_Nahuatl
4198,Central Tarahumara,Latin,Category:Central Tarahumara terms derived from Latin,0,1,https://en.wiktionary.org/wiki/Category:Central_Tarahumara_terms_derived_from_Latin
4199,Galician,Old Italian,Category:Galician terms derived from Old Italian,0,1,https://en.wiktionary.org/wiki/Category:Galician_terms_derived_from_Old_Italian
4200,Sundanese,Proto-Semitic,Category:Sundanese terms derived from Proto-Semitic,0,1,https://en.wiktionary.org/wiki/Category:Sundanese_terms_derived_from_Proto-Semitic
4201,Afrikaans,Proto-Iranian,Category:Afrikaans terms derived from Proto-Iranian,0,1,https://en.wiktionary.org/wiki/Category:Afrikaans_terms_derived_from_Proto-Iranian
4202,Balinese,Ottoman Turkish,Category:Balinese terms derived from Ottoman Turkish,0,1,https://en.wiktionary.org/wiki/Category:Balinese_terms_derived_from_Ottoman_Turkish
4203,Sicilian,Old Catalan,Category:Sicilian terms derived from Old Catalan,1,1,https://en.wiktionary.org/wiki/Category:Sicilian_terms_derived_from_Old_Catalan
4204,Marwari,Classical Persian,Category:Marwari terms derived from Classical Persian,0,1,https://en.wiktionary.org/wiki/Category:Marwari_terms_derived_from_Classical_Persian
4205,Esperanto,Old Italian,Category:Esperanto terms derived from Old Italian,0,1,https://en.wiktionary.org/wiki/Category:Esperanto_terms_derived_from_Old_Italian
4206,Esperanto,Lule Sami,Category:Esperanto terms derived from Lule Sami,1,1,https://en.wiktionary.org/wiki/Category:Esperanto_terms_derived_from_Lule_Sami
4207,Esperanto,Ume Sami,Category:Esperanto terms derived from Ume Sami,1,1,https://en.wiktionary.org/wiki/Category:Esperanto_terms_derived_from_Ume_Sami
4208,Western Kayah,Burmese,Category:Western Kayah terms derived from Burmese,1,1,https://en.wiktionary.org/wiki/Category:Western_Kayah_terms_derived_from_Burmese
4209,S'gaw Karen,Burmese,Category:S'gaw Karen terms derived from Burmese,1,1,https://en.wiktionary.org/wiki/Category:S%27gaw_Karen_terms_derived_from_Burmese
4210,Kyrgyz,Middle Mongolian,Category:Kyrgyz terms derived from Middle Mongolian,0,1,https://en.wiktionary.org/wiki/Category:Kyrgyz_terms_derived_from_Middle_Mongolian
4211,Proto-Slavic,Bulgar,Category:Proto-Slavic terms derived from Bulgar,1,2,https://en.wiktionary.org/wiki/Category:Proto-Slavic_terms_derived_from_Bulgar
4212,French,Proto-Algonquian,Category:French terms derived from Proto-Algonquian,0,2,https://en.wiktionary.org/wiki/Category:French_terms_derived_from_Proto-Algonquian
4213,Arta,Proto-Austronesian,Category:Arta terms derived from Proto-Austronesian,1,1,https://en.wiktionary.org/wiki/Category:Arta_terms_derived_from_Proto-Austronesian
4214,Tagbanwa,Proto-Austronesian,Category:Tagbanwa terms derived from Proto-Austronesian,1,1,https://en.wiktionary.org/wiki/Category:Tagbanwa_terms_derived_from_Proto-Austronesian
4215,Cebuano,Proto-Slavic,Category:Cebuano terms derived from Proto-Slavic,0,1,https://en.wiktionary.org/wiki/Category:Cebuano_terms_derived_from_Proto-Slavic
4216,Cebuano,Proto-Eskimo,Category:Cebuano terms derived from Proto-Eskimo,0,1,https://en.wiktionary.org/wiki/Category:Cebuano_terms_derived_from_Proto-Eskimo
4217,Laz,Old Georgian,Category:Laz terms derived from Old Georgian,0,1,https://en.wiktionary.org/wiki/Category:Laz_terms_derived_from_Old_Georgian
4218,Romagnol,Ancient Greek,Category:Romagnol terms derived from Ancient Greek,0,1,https://en.wiktionary.org/wiki/Category:Romagnol_terms_derived_from_Ancient_Greek
4219,Ahom,Old Chinese,Category:Ahom terms derived from Old Chinese,0,1,https://en.wiktionary.org/wiki/Category:Ahom_terms_derived_from_Old_Chinese
4220,Emilian,Proto-Italic,Category:Emilian terms derived from Proto-Italic,1,2,https://en.wiktionary.org/wiki/Category:Emilian_terms_derived_from_Proto-Italic
4221,Lao,Middle Khmer,Category:Lao terms derived from Middle Khmer,0,1,https://en.wiktionary.org/wiki/Category:Lao_terms_derived_from_Middle_Khmer
4222,Slovak,Proto-Turkic,Category:Slovak terms derived from Proto-Turkic,0,1,https://en.wiktionary.org/wiki/Category:Slovak_terms_derived_from_Proto-Turkic
4223,Swahili,Proto-Dravidian,Category:Swahili terms derived from Proto-Dravidian,0,2,https://en.wiktionary.org/wiki/Category:Swahili_terms_derived_from_Proto-Dravidian
4224,Khmer,Middle Khmer,Category:Khmer terms derived from Middle Khmer,1,2,https://en.wiktionary.org/wiki/Category:Khmer_terms_derived_from_Middle_Khmer
4225,West Frisian,Volapük,Category:West Frisian terms derived from Volapük,1,1,https://en.wiktionary.org/wiki/Category:West_Frisian_terms_derived_from_Volap%C3%BCk
4226,Ido,Sanskrit,Category:Ido terms derived from Sanskrit,1,1,https://en.wiktionary.org/wiki/Category:Ido_terms_derived_from_Sanskrit
4227,Lithuanian,Old Polish,Category:Lithuanian terms derived from Old Polish,0,1,https://en.wiktionary.org/wiki/Category:Lithuanian_terms_derived_from_Old_Polish
4228,English,Efik,Category:English terms derived from Efik,1,1,https://en.wiktionary.org/wiki/Category:English_terms_derived_from_Efik
4229,Portuguese,Guugu Yimidhirr,Category:Portuguese terms derived from Guugu Yimidhirr,0,1,https://en.wiktionary.org/wiki/Category:Portuguese_terms_derived_from_Guugu_Yimidhirr
4230,Hijazi Arabic,Georgian,Category:Hijazi Arabic terms derived from Georgian,0,1,https://en.wiktionary.org/wiki/Category:Hijazi_Arabic_terms_derived_from_Georgian
4231,Portuguese,Tsonga,Category:Portuguese terms derived from Tsonga,0,1,https://en.wiktionary.org/wiki/Category:Portuguese_terms_derived_from_Tsonga
4232,English,Lozi,Category:English terms derived from Lozi,0,1,https://en.wiktionary.org/wiki/Category:English_terms_derived_from_Lozi
4233,Slovak,Middle French,Category:Slovak terms derived from Middle French,0,1,https://en.wiktionary.org/wiki/Category:Slovak_terms_derived_from_Middle_French
4234,Venetic,Proto-Italic,Category:Venetic terms derived from Proto-Italic,0,1,https://en.wiktionary.org/wiki/Category:Venetic_terms_derived_from_Proto-Italic
4235,Aquitanian,Proto-Basque,Category:Aquitanian terms derived from Proto-Basque,1,37,https://en.wiktionary.org/wiki/Category:Aquitanian_terms_derived_from_Proto-Basque
4236,Hindi,New Latin,Category:Hindi terms derived from New Latin,0,1,https://en.wiktionary.org/wiki/Category:Hindi_terms_derived_from_New_Latin
4237,Swedish,Proto-Algonquian,Category:Swedish terms derived from Proto-Algonquian,0,1,https://en.wiktionary.org/wiki/Category:Swedish_terms_derived_from_Proto-Algonquian
4238,Cebuano,Old Lithuanian,Category:Cebuano terms derived from Old Lithuanian,0,1,https://en.wiktionary.org/wiki/Category:Cebuano_terms_derived_from_Old_Lithuanian
4239,Cebuano,Southern Bontoc,Category:Cebuano terms derived from Southern Bontoc,0,1,https://en.wiktionary.org/wiki/Category:Cebuano_terms_derived_from_Southern_Bontoc
4240,Cebuano,Eastern Bontoc,Category:Cebuano terms derived from Eastern Bontoc,0,1,https://en.wiktionary.org/wiki/Category:Cebuano_terms_derived_from_Eastern_Bontoc
4241,Franco-Provençal,Occitan,Category:Franco-Provençal terms derived from Occitan,1,1,https://en.wiktionary.org/wiki/Category:Franco-Proven%C3%A7al_terms_derived_from_Occitan
4242,Greek,Old French,Category:Greek terms derived from Old French,0,1,https://en.wiktionary.org/wiki/Category:Greek_terms_derived_from_Old_French
4243,Portuguese,Old Breton,Category:Portuguese terms derived from Old Breton,0,1,https://en.wiktionary.org/wiki/Category:Portuguese_terms_derived_from_Old_Breton
4244,Chinese,Middle Khmer,Category:Chinese terms derived from Middle Khmer,0,1,https://en.wiktionary.org/wiki/Category:Chinese_terms_derived_from_Middle_Khmer
4245,Slovak,Middle Khmer,Category:Slovak terms derived from Middle Khmer,0,1,https://en.wiktionary.org/wiki/Category:Slovak_terms_derived_from_Middle_Khmer
4246,Cebuano,Northern Subanen,Category:Cebuano terms derived from Northern Subanen,0,1,https://en.wiktionary.org/wiki/Category:Cebuano_terms_derived_from_Northern_Subanen
4247,Garifuna,Proto-Arawak,Category:Garifuna terms derived from Proto-Arawak,1,1,https://en.wiktionary.org/wiki/Category:Garifuna_terms_derived_from_Proto-Arawak
4248,Cuyunon,Proto-Arawak,Category:Cuyunon terms derived from Proto-Arawak,0,1,https://en.wiktionary.org/wiki/Category:Cuyunon_terms_derived_from_Proto-Arawak
4249,Cahuilla,Proto-Cupan,Category:Cahuilla terms derived from Proto-Cupan,1,1,https://en.wiktionary.org/wiki/Category:Cahuilla_terms_derived_from_Proto-Cupan
4250,Cebuano,Proto-Arawak,Category:Cebuano terms derived from Proto-Arawak,0,1,https://en.wiktionary.org/wiki/Category:Cebuano_terms_derived_from_Proto-Arawak
4251,Laz,Ancient Greek,Category:Laz terms derived from Ancient Greek,0,1,https://en.wiktionary.org/wiki/Category:Laz_terms_derived_from_Ancient_Greek
4252,Limburgish,Proto-Celtic,Category:Limburgish terms derived from Proto-Celtic,0,1,https://en.wiktionary.org/wiki/Category:Limburgish_terms_derived_from_Proto-Celtic
4253,Faroese,Proto-Hellenic,Category:Faroese terms derived from Proto-Hellenic,0,1,https://en.wiktionary.org/wiki/Category:Faroese_terms_derived_from_Proto-Hellenic
4254,German,Old Irish,Category:German terms derived from Old Irish,0,1,https://en.wiktionary.org/wiki/Category:German_terms_derived_from_Old_Irish
4255,Angika,Sanskrit,Category:Angika terms derived from Sanskrit,0,1,https://en.wiktionary.org/wiki/Category:Angika_terms_derived_from_Sanskrit
4256,Old Polish,Latin,Category:Old Polish terms derived from Latin,1,1,https://en.wiktionary.org/wiki/Category:Old_Polish_terms_derived_from_Latin
4257,Vietnamese,American English,Category:Vietnamese terms derived from American English,0,1,https://en.wiktionary.org/wiki/Category:Vietnamese_terms_derived_from_American_English
4258,Assamese,Guugu Yimidhirr,Category:Assamese terms derived from Guugu Yimidhirr,0,1,https://en.wiktionary.org/wiki/Category:Assamese_terms_derived_from_Guugu_Yimidhirr
4259,Italian,Algerian Arabic,Category:Italian terms derived from Algerian Arabic,0,1,https://en.wiktionary.org/wiki/Category:Italian_terms_derived_from_Algerian_Arabic
4260,Assamese,Proto-Iranian,Category:Assamese terms derived from Proto-Iranian,0,2,https://en.wiktionary.org/wiki/Category:Assamese_terms_derived_from_Proto-Iranian
4261,Italian,Scottish Gaelic,Category:Italian terms derived from Scottish Gaelic,0,1,https://en.wiktionary.org/wiki/Category:Italian_terms_derived_from_Scottish_Gaelic
4262,Crow,Old French,Category:Crow terms derived from Old French,0,1,https://en.wiktionary.org/wiki/Category:Crow_terms_derived_from_Old_French
4263,Konkani,Biblical Hebrew,Category:Konkani terms derived from Biblical Hebrew,0,1,https://en.wiktionary.org/wiki/Category:Konkani_terms_derived_from_Biblical_Hebrew
4264,Awadhi,Proto-Dravidian,Category:Awadhi terms derived from Proto-Dravidian,0,1,https://en.wiktionary.org/wiki/Category:Awadhi_terms_derived_from_Proto-Dravidian
4265,Nubi,Sudanese Arabic,Category:Nubi terms derived from Sudanese Arabic,0,1,https://en.wiktionary.org/wiki/Category:Nubi_terms_derived_from_Sudanese_Arabic
4266,Russian,Southern Altai,Category:Russian terms derived from Southern Altai,1,1,https://en.wiktionary.org/wiki/Category:Russian_terms_derived_from_Southern_Altai
4267,Mongolian,Southern Altai,Category:Mongolian terms derived from Southern Altai,0,1,https://en.wiktionary.org/wiki/Category:Mongolian_terms_derived_from_Southern_Altai
4268,Chinese,Tocharian B,Category:Chinese terms derived from Tocharian B,1,1,https://en.wiktionary.org/wiki/Category:Chinese_terms_derived_from_Tocharian_B
4269,Demotic,Ancient Greek,Category:Demotic terms derived from Ancient Greek,0,1,https://en.wiktionary.org/wiki/Category:Demotic_terms_derived_from_Ancient_Greek
